City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
466,Seymchan,RU,62.8833,152.4333,56.73,63,6,1.25,clear sky
467,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.6,89,40,5.75,scattered clouds
468,Lodja,CD,-3.4833,23.4333,79.97,39,100,1.95,overcast clouds
469,Sao Domingos,BR,-13.3983,-46.3183,86.25,24,0,5.14,clear sky
470,Arlit,NE,18.7369,7.3853,103.42,12,46,6.38,scattered clouds
471,Staritsa,RU,56.5075,34.9354,61.74,79,2,1.66,clear sky
472,Evans,US,33.5337,-82.1307,89.26,28,75,8.05,broken clouds
473,Sabang,ID,5.8933,95.3214,80.33,77,100,3.38,overcast clouds
474,Santa Cruz Del Sur,CU,20.7147,-77.9956,87.84,64,45,6.46,scattered clouds
475,Lubango,AO,-14.9172,13.4925,61.3,29,0,4.16,clear sky
476,Marsh Harbour,BS,26.5412,-77.0636,84.15,71,0,15.73,clear sky
477,Harboore,DK,56.6175,8.1807,58.17,94,100,11.68,overcast clouds
478,Morros,BR,-9.4467,-46.3003,91.2,20,6,6.62,clear sky
479,Reyes,BO,-14.3167,-67.3833,87.96,58,40,13.8,scattered clouds
480,Salamanca,ES,40.8333,-6.0,91.62,12,36,7.36,scattered clouds
481,Tigil,RU,57.8,158.6667,53.29,67,0,2.37,clear sky
482,Kemijarvi,FI,66.7131,27.4306,62.2,68,100,5.68,overcast clouds
483,Daru,PG,-9.0763,143.2092,75.72,92,30,10.18,scattered clouds
484,Half Moon Bay,US,37.4636,-122.4286,83.88,66,20,13.8,mist
485,Ranchpar,AM,40.0275,44.367,79.09,31,0,14.97,clear sky
486,Bako,ET,5.7833,36.5667,67.44,57,72,6.44,broken clouds
487,San Policarpo,PH,12.1791,125.5072,80.56,81,100,1.21,overcast clouds
488,Muros,ES,42.7762,-9.0603,72.68,65,0,13.82,clear sky
489,Maneadero,MX,31.7167,-116.5667,78.15,54,78,8.12,broken clouds
490,Gorakhpur,IN,29.45,75.6833,86.38,68,89,6.33,overcast clouds
491,Vicksburg,US,32.3526,-90.8779,91.63,72,40,13.8,scattered clouds
492,Yatou,CN,37.15,122.3833,72.03,88,100,2.33,light rain
493,Sabha,LY,27.0377,14.4283,85.6,20,0,7.63,clear sky
494,Leninskoye,KZ,41.7589,69.3864,85.66,16,0,11.52,clear sky
495,Sandakan,MY,5.8402,118.1179,78.48,89,20,2.3,few clouds
496,Chake Chake,TZ,-5.2459,39.7666,72.63,81,2,9.89,clear sky
497,Labuhan,ID,-6.8844,112.2051,75.29,84,55,7.67,broken clouds
498,Ondjiva,AO,-17.0667,15.7333,64.11,28,0,7.38,clear sky
499,Cascais,PT,38.6979,-9.4215,77.61,67,20,14.97,few clouds
500,Jaen,ES,38.0,-3.5,97.25,10,0,9.53,clear sky
501,Lasa,IT,46.6166,10.7002,77.88,83,59,3.8,broken clouds
502,Tucumcari,US,35.1717,-103.725,97.95,26,0,6.91,clear sky
503,Darhan,MN,49.4867,105.9228,55.36,91,100,5.59,overcast clouds
504,Sri Aman,MY,1.2376,111.4621,73.45,100,87,0.0,overcast clouds
505,Ketchikan,US,55.3422,-131.6461,63.07,72,75,8.05,broken clouds
506,Zaterechnyy,RU,44.7931,45.2097,75.45,47,100,15.77,overcast clouds
507,Badarwas,IN,24.9667,77.5667,76.14,93,100,10.13,overcast clouds
508,Sukhobezvodnoye,RU,57.0491,44.8891,62.74,77,97,3.09,overcast clouds
509,Le Port,RE,-20.9373,55.2919,69.26,72,4,3.02,clear sky
510,Miri,MY,4.4148,114.0089,75.34,94,40,2.3,scattered clouds
511,Broome,US,42.2506,-75.833,86.38,45,20,6.91,few clouds
512,Sangar,RU,63.9242,127.4739,57.61,93,71,3.62,broken clouds
513,Tailai,CN,46.3833,123.4,68.56,89,31,3.09,light rain
514,Karasjok,NO,69.4719,25.5112,55.51,82,25,7.92,scattered clouds
515,Dyersburg,US,36.0345,-89.3856,97.29,52,0,4.61,clear sky
516,Luena,AO,-11.7833,19.9167,65.8,38,76,3.85,broken clouds
517,Aguimes,ES,27.9054,-15.4461,72.23,78,20,31.07,few clouds
518,Santa Lucia,ES,27.9117,-15.5407,67.32,78,20,31.07,few clouds
519,Mount Gambier,AU,-37.8333,140.7667,51.08,97,100,10.18,light rain
520,Jiexiu,CN,37.0244,111.9125,63.5,80,0,2.89,clear sky
521,Makakilo City,US,21.3469,-158.0858,80.92,63,75,12.66,broken clouds
522,Yerbogachen,RU,61.2767,108.0108,61.27,71,100,5.46,overcast clouds
523,Fortuna,US,40.5982,-124.1573,64.92,75,11,1.99,few clouds
524,Mananjary,MG,-21.2167,48.3333,66.29,86,29,0.2,light rain
525,Aguacatan,GT,15.3431,-91.3117,80.33,50,40,11.5,scattered clouds
526,Mamaku,NZ,-38.1,176.0833,35.11,90,93,4.0,overcast clouds
527,Puro,PH,12.4841,123.3827,80.24,85,100,5.39,overcast clouds
528,Gamba,GA,-2.65,10.0,69.55,83,64,8.39,broken clouds
529,Armidale,AU,-30.5167,151.65,42.42,95,57,8.25,broken clouds
530,Sao Felix Do Xingu,BR,-6.6447,-51.995,95.49,21,8,3.83,clear sky
531,Lokhvytsya,UA,50.3678,33.2602,61.39,91,4,8.5,clear sky
532,Taoudenni,ML,22.6783,-3.9836,105.62,13,30,3.36,scattered clouds
533,Saldanha,ZA,-33.0117,17.9442,55.45,88,100,3.83,overcast clouds
534,Kununurra,AU,-15.7667,128.7333,53.58,87,8,2.3,clear sky
535,Ouango,CF,4.3133,22.5552,68.92,99,100,3.4,overcast clouds
536,Cam Ranh,VN,11.9214,109.1591,76.96,83,20,3.44,few clouds
537,Sabana De Torres,CO,7.3915,-73.4957,88.41,65,100,3.62,overcast clouds
538,Alyangula,AU,-13.8483,136.4192,63.59,64,97,8.28,overcast clouds
539,Manzhouli,CN,49.6,117.4333,64.74,83,21,7.23,few clouds
540,Sringeri,IN,13.4167,75.25,69.71,97,100,2.44,overcast clouds
541,Moron,AR,-34.6534,-58.6198,66.94,67,2,4.9,clear sky
542,Ayer Tawar,MY,4.2954,100.7548,79.09,94,40,1.14,scattered clouds
543,La Palma,US,33.8464,-118.0467,93.49,63,40,6.91,scattered clouds
544,Te Anau,NZ,-45.4167,167.7167,31.5,95,68,2.46,broken clouds
545,Malanje,AO,-9.5402,16.341,76.68,27,98,2.95,overcast clouds
546,Finschhafen,PG,-6.6024,147.8681,78.1,82,8,4.72,clear sky
547,Teguise,ES,29.0605,-13.564,75.42,69,20,24.16,few clouds
548,Jilib,SO,0.4883,42.7854,72.88,82,6,8.52,clear sky
549,Anuradhapura,LK,8.3565,80.4173,77.05,88,100,12.19,moderate rain
550,Rajanpur,PK,29.1035,70.325,86.25,68,69,6.71,broken clouds
551,Khorixas,NA,-20.3667,14.9667,69.53,29,1,6.02,clear sky
552,Mosetse,BW,-20.75,26.65,66.51,43,99,12.73,overcast clouds
553,Cayenne,GF,4.9333,-52.3333,85.08,12,0,5.75,clear sky
554,Lazaro Cardenas,MX,17.9583,-102.2,86.85,64,100,7.16,overcast clouds
555,Qasigiannguit,GL,68.8193,-51.1922,53.85,97,100,5.79,moderate rain
556,Saint-Francois,FR,46.4154,3.9054,80.04,50,0,4.61,clear sky
557,Paka,MY,4.6374,103.4368,76.93,94,100,2.3,overcast clouds
558,Itamaraju,BR,-17.0392,-39.5311,77.81,55,7,9.15,clear sky
559,Vershino-Darasunskiy,RU,52.35,115.5167,59.14,85,96,3.69,overcast clouds
560,Tahoua,NE,14.8888,5.2692,92.1,41,100,10.13,overcast clouds
561,Brokopondo,SR,4.75,-55.1667,84.69,66,25,5.88,scattered clouds
562,Voyvozh,RU,62.892,54.9635,50.02,54,99,3.38,overcast clouds
563,Codrington,AU,-38.2667,141.9667,51.58,91,100,10.87,light rain
564,Maningrida,AU,-12.0667,134.2667,53.58,71,40,8.12,scattered clouds
565,Tekeli,KZ,44.83,78.8239,69.57,35,1,8.14,clear sky
566,Kurilsk,RU,45.2333,147.8833,54.68,98,100,0.31,overcast clouds
567,Pimentel,PE,-6.8367,-79.9342,68.29,64,0,14.97,clear sky
568,Teya,RU,60.3778,92.6267,57.07,98,100,3.6,overcast clouds
569,Khandbari,NP,27.3747,87.2039,72.32,96,100,1.92,overcast clouds
570,Smithers,CA,54.7804,-127.1743,66.52,52,20,6.91,few clouds
571,Vega De Alatorre,MX,20.0333,-96.6333,88.5,62,23,13.4,few clouds
572,Lexington,US,37.9887,-84.4777,93.09,46,0,9.22,clear sky
573,Husavik,IS,66.0449,-17.3389,51.46,81,51,4.85,broken clouds
574,Wajir,KE,1.7471,40.0573,80.4,47,100,23.29,overcast clouds
575,Aksehir,TR,38.3575,31.4164,68.13,41,0,6.11,clear sky
576,Onega,RU,63.9061,38.1404,62.92,90,91,11.45,overcast clouds
577,Luoyang,CN,34.6836,112.4536,66.97,90,0,5.14,clear sky
578,Jalu,LY,29.0331,21.5482,85.6,27,0,14.2,clear sky
579,Plettenberg Bay,ZA,-34.0527,23.3716,56.55,69,100,4.18,overcast clouds
580,Careiro Da Varzea,BR,-3.2003,-59.8119,88.43,51,72,3.94,moderate rain
581,Bequimao,BR,-2.4489,-44.7825,90.21,46,25,2.68,scattered clouds
582,Hambantota,LK,6.1241,81.1185,79.2,82,95,17.69,overcast clouds
583,Nerchinskiy Zavod,RU,51.3088,119.61,61.72,95,7,4.99,clear sky
584,Tukrah,LY,32.5341,20.5791,78.75,79,0,7.96,clear sky
585,Mount Isa,AU,-20.7333,139.5,44.37,61,0,6.91,clear sky
586,Ushibuka,JP,32.1906,130.0228,76.41,76,48,7.63,scattered clouds
587,Saint-Georges,GD,12.0564,-61.7485,87.48,66,20,17.27,few clouds
588,Banikoara,BJ,11.2985,2.4386,77.92,77,100,3.56,overcast clouds
589,Hovd,MN,48.0056,91.6419,62.98,52,93,18.5,overcast clouds
590,Mgandu,TZ,-5.95,34.1333,63.77,48,2,10.31,clear sky
591,Anadyr,RU,64.75,177.4833,48.7,81,75,4.47,broken clouds
592,Puri,IN,19.8,85.85,82.92,82,100,8.59,overcast clouds
593,Santa Cruz De La Palma,ES,28.6835,-17.7642,80.13,78,20,16.11,few clouds
594,Maceio,BR,-9.6658,-35.7353,78.24,78,75,17.27,light intensity shower rain
595,Porto Novo,BJ,6.4965,2.6036,76.05,82,100,8.81,overcast clouds
596,Puerto Leguizamo,CO,-0.1934,-74.7819,88.39,49,49,1.66,scattered clouds
597,Port Macquarie,AU,-31.4333,152.9167,53.89,80,80,11.97,broken clouds
598,Orzhytsya,UA,49.7918,32.7012,62.1,87,6,8.23,clear sky
599,Imbituba,BR,-28.24,-48.6703,75.85,90,100,4.0,overcast clouds
600,Soe,ID,-9.8607,124.284,57.04,89,100,4.14,overcast clouds
601,Mahon,ES,39.8885,4.2658,82.96,74,0,6.91,clear sky
602,Hirara,JP,24.8,125.2833,84.85,78,96,15.03,overcast clouds
603,Shebalino,RU,51.2917,85.6772,50.63,94,29,6.76,scattered clouds
604,Bogande,BF,12.9714,-0.1436,81.37,69,53,11.27,broken clouds
605,Miracema Do Tocantins,BR,-9.5618,-48.3967,95.52,19,0,4.85,clear sky
606,Kuminskiy,RU,58.6667,66.5667,53.53,87,15,3.42,few clouds
607,Pandan,PH,14.0453,124.1694,80.96,85,100,4.47,overcast clouds
608,Isangel,VU,-19.55,169.2667,75.81,86,100,11.32,moderate rain
609,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,83.14,84,80,1.23,broken clouds
610,Hue,VN,16.4667,107.6,78.91,94,20,3.44,few clouds
611,Santa Rosa,PH,14.3122,121.1114,82.38,86,64,5.28,broken clouds
612,Marapanim,BR,-0.7175,-47.6997,87.17,56,34,3.87,scattered clouds
613,Tilichiki,RU,60.4667,166.1,53.47,76,11,2.46,few clouds
614,Ponta Delgada,PT,37.7333,-25.6667,72.32,78,20,8.05,few clouds
615,Cairns,AU,-16.9167,145.7667,65.07,93,40,9.22,scattered clouds
616,Damascus,SY,33.5102,36.2913,79.56,38,0,1.63,clear sky
617,Ostrovnoy,RU,68.0531,39.5131,51.35,95,100,15.55,overcast clouds
618,Jertih,MY,5.7336,102.4897,75.38,94,99,3.44,overcast clouds
619,Okha,RU,53.5739,142.9478,52.52,89,97,8.99,overcast clouds
620,El Tigre,VE,8.8875,-64.2454,88.21,45,47,12.75,scattered clouds
621,Timra,SE,62.487,17.3257,62.28,63,100,6.91,overcast clouds
622,Paratinga,BR,-12.6906,-43.1842,89.44,22,0,3.51,clear sky
623,San Lawrenz,MT,36.0553,14.204,82.85,75,0,1.01,clear sky
624,Kapit,MY,2.0167,112.9333,73.33,100,99,1.36,overcast clouds
625,Manbij,SY,36.5281,37.9549,83.7,28,0,14.76,clear sky
626,Vao,NC,-22.6667,167.4833,74.39,86,100,23.89,overcast clouds
627,Brewster,US,41.3973,-73.6171,95.32,41,0,10.36,clear sky
628,Seidu,SL,9.0167,-10.6,70.74,94,91,3.11,light rain
629,Miyako,JP,39.6367,141.9525,71.94,97,86,1.7,overcast clouds
630,Aykhal,RU,66.0,111.5,51.46,87,0,2.66,clear sky
631,Segezha,RU,63.7415,34.3222,63.43,91,52,3.0,broken clouds
632,Petatlan,MX,17.5167,-101.2667,91.2,60,100,6.82,overcast clouds
633,Yenangyaung,MM,20.4667,94.8833,77.56,86,100,13.44,overcast clouds
634,Belyy Yar,RU,53.6039,91.3903,60.69,88,40,13.42,light intensity shower rain
635,Los Angeles,US,34.0522,-118.2437,92.59,57,0,9.22,clear sky
636,Sao Sebastiao Do Paraiso,BR,-20.9169,-46.9914,77.95,28,8,3.24,clear sky
637,Topeka,US,39.0483,-95.678,98.98,42,0,13.8,clear sky
638,Ixtapa,MX,20.7,-105.2,93.22,62,20,9.22,few clouds
639,Pudozh,RU,61.8099,36.5345,65.53,77,96,4.12,overcast clouds
640,Dhidhdhoo,MV,6.8833,73.1,81.03,79,100,15.9,overcast clouds
641,Krasnoye,UA,49.9145,24.6134,72.19,62,71,6.29,broken clouds
642,Sao Joaquim,BR,-28.2939,-49.9317,61.93,76,100,2.95,light rain
643,Batagay,RU,67.6333,134.6333,63.82,83,100,2.66,light rain
644,Chernyshevskiy,RU,63.0128,112.4714,61.93,70,100,2.24,overcast clouds
645,Iquitos,PE,-3.7481,-73.2472,87.84,62,40,3.44,scattered clouds
646,Bowen,AU,-20.0167,148.2333,58.53,64,0,6.38,clear sky
647,Tessalit,ML,20.1986,1.0114,100.06,16,11,9.69,few clouds
648,Wanaka,NZ,-44.7,169.15,22.17,92,23,2.75,few clouds
649,San Fernando,PH,15.0286,120.6898,82.13,87,21,2.93,few clouds
650,Mandalgovi,MN,45.7625,106.2708,58.98,55,15,7.96,few clouds
651,Lamu,KE,-2.2717,40.902,75.42,80,36,17.45,scattered clouds
652,Avera,US,33.194,-82.5271,88.38,48,100,9.42,overcast clouds
653,Caluquembe,AO,-13.7833,14.6833,61.83,29,4,1.79,clear sky
654,Peniche,PT,39.3558,-9.3811,73.08,83,0,18.43,clear sky
655,Thiruvananthapuram,IN,8.4833,76.9167,78.78,89,40,4.61,mist
656,Belmonte,BR,-15.8631,-38.8828,75.6,74,21,9.1,few clouds
657,Mao,ES,39.8885,4.2658,82.96,74,0,6.91,clear sky
658,Poum,NC,-20.2333,164.0167,76.93,88,93,17.02,overcast clouds
659,Samarai,PG,-10.6167,150.6667,79.92,80,31,5.97,scattered clouds
660,Kudahuvadhoo,MV,2.6708,72.8944,82.92,73,98,16.13,overcast clouds
661,Pervomayskoye,RU,43.919,46.7102,70.48,59,3,6.98,clear sky
662,Zhezkazgan,KZ,47.8043,67.7144,75.51,28,2,10.07,clear sky
663,Koutiala,ML,12.3917,-5.4642,83.12,64,93,6.08,overcast clouds
664,Oriximina,BR,-1.7656,-55.8661,88.38,53,95,6.42,overcast clouds
665,Puerto Rondon,CO,6.2805,-71.1,87.03,61,38,6.13,scattered clouds
666,San Jose De Guanipa,VE,8.8872,-64.1651,88.29,47,58,12.64,broken clouds
667,Sanming,CN,26.2486,117.6186,79.63,74,5,3.11,clear sky
668,Timmins,CA,48.4669,-81.3331,66.02,82,75,5.75,broken clouds
669,Merritt Island,US,28.5392,-80.672,93.29,63,0,13.8,clear sky
670,Miro Khan,PK,27.7599,68.0921,90.43,50,99,8.75,overcast clouds
671,Laje,BR,-10.1833,-40.9667,76.39,54,100,12.33,overcast clouds
672,Dali,CN,25.7,100.1833,63.68,91,100,1.57,overcast clouds
673,The Valley,AI,18.217,-63.0578,87.66,66,40,17.27,scattered clouds
674,Rehoboth,NA,-23.3167,17.0833,58.51,33,3,4.94,clear sky
675,Beira,MZ,-19.8436,34.8389,69.89,94,40,6.91,scattered clouds
676,Haimen,CN,23.1935,116.6142,82.29,88,7,6.15,clear sky
677,Outlook,CA,51.5001,-107.0513,74.23,44,100,10.83,overcast clouds
678,Srivilliputtur,IN,9.5081,77.6336,81.28,71,100,5.88,light rain
679,Quang Ngai,VN,15.1167,108.8,75.54,90,64,3.4,broken clouds
680,Sao Joao Do Piaui,BR,-8.3581,-42.2467,91.36,28,100,9.95,overcast clouds
681,Aberdeen,GB,57.1437,-2.0981,60.49,80,20,9.22,few clouds
682,Altamura,IT,40.8292,16.5537,84.56,33,0,5.01,clear sky
683,Sabancuy,MX,18.9667,-91.1833,92.68,48,13,7.05,few clouds
684,Pangody,RU,65.85,74.4859,46.15,88,100,4.36,overcast clouds
685,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,89.38,27,100,10.51,overcast clouds
686,Kadoma,JP,34.7333,135.5833,76.98,73,100,5.75,overcast clouds
687,Bandarbeyla,SO,9.4942,50.8122,76.98,82,99,34.38,overcast clouds
688,Ust-Koksa,RU,50.2696,85.6108,52.14,87,22,1.12,few clouds
689,Nombre De Dios,MX,23.85,-104.2333,80.15,29,98,1.86,overcast clouds
690,Port Keats,AU,-14.25,129.55,62.65,32,38,6.42,scattered clouds
691,Kabinda,CD,-6.1333,24.4833,79.38,32,100,3.6,overcast clouds
692,Alberton,CA,46.8168,-64.0654,80.73,68,0,12.62,clear sky
693,Pirovskoye,RU,57.6267,92.2658,55.74,98,16,5.48,few clouds
694,Broken Hill,AU,-31.95,141.4333,55.06,67,100,8.19,overcast clouds
695,Xifeng,CN,42.7372,124.7222,66.88,91,100,3.09,overcast clouds
696,Liverpool,GB,53.4106,-2.9779,64.94,91,100,2.3,overcast clouds
697,Fairbanks,US,64.8378,-147.7164,55.36,78,100,5.75,overcast clouds
698,Frolovo,RU,49.7713,43.6622,64.38,80,86,5.12,light rain
